event_id,duration,num_scans,scans_per_second,min_distance,max_distance,mean_distance,std_distance,max_intrusion,mean_intrusion,intrusion_std,intrusion_ratio,temporal_variation,spatial_spread,label
flower_1_20260226032335330543,2.1327931880950928,32,15.003798858050951,0.278,0.357,0.303359375,0.025714585577397957,0.07199999999999995,0.04664062499999999,0.025714585577397957,0.2057142857142856,0.025845301056353524,4,not_bee
flower_1_20260226032343663753,2.1994400024414062,33,15.003819137312036,0.254,0.356,0.2917121212121212,0.03413098484901689,0.09599999999999997,0.058287878787878764,0.03413098484901689,0.27428571428571424,0.034051668071988006,4,not_bee
flower_1_20260226032348731078,2.6662299633026123,40,15.002456858767239,0.255,0.355,0.3078875,0.02610838259083534,0.09499999999999997,0.042112499999999976,0.02610838259083534,0.27142857142857135,0.021760787922904833,4,not_bee
flower_1_20260226032355130618,4.79933500289917,72,15.002078403884378,0.283,0.358,0.31729166666666664,0.015324765318129645,0.067,0.03270833333333331,0.015324765318129645,0.19142857142857145,0.013279829563644128,4,not_bee
flower_1_20260226032402530471,2.733248710632324,41,15.000464407249218,0.292,0.356,0.3133292682926829,0.0159189317997587,0.057999999999999996,0.03667073170731706,0.0159189317997587,0.1657142857142857,0.015628943404824895,4,not_bee
flower_1_20260226032412197270,2.0662879943847656,31,15.002748931535175,0.278,0.353,0.30589516129032257,0.023222437477853148,0.07199999999999995,0.044104838709677414,0.023222437477853148,0.2057142857142856,0.023285883974483737,4,not_bee
flower_1_20260226032415530972,2.266746759414673,34,14.999469993189534,0.259,0.36,0.294625,0.03133237291672292,0.09099999999999997,0.055374999999999966,0.03133237291672292,0.25999999999999995,0.031220031084370974,4,not_bee
flower_1_20260226032424664429,3.9339699745178223,59,14.99757252398234,0.276,0.355,0.2934279661016949,0.02126767354398017,0.07399999999999995,0.056572033898305084,0.02126767354398017,0.2114285714285713,0.021300146250077562,4,not_bee
flower_1_20260226032428663776,2.5992681980133057,39,15.004223123188599,0.267,0.352,0.2914423076923077,0.027527637814975258,0.08299999999999996,0.058557692307692276,0.027527637814975258,0.23714285714285704,0.02761849241869984,4,not_bee
flower_1_20260226032432064884,2.0002760887145996,30,14.997929620444719,0.267,0.352,0.29684166666666667,0.030084194413369285,0.08299999999999996,0.05315833333333331,0.030084194413369285,0.23714285714285704,0.030215567702910943,4,not_bee
flower_1_20260226032438864199,2.7339587211608887,41,14.996568778694161,0.224,0.353,0.26290243902439026,0.043414003495832264,0.12599999999999997,0.08709756097560974,0.043414003495832264,0.35999999999999993,0.043416762245732224,4,not_bee
flower_1_20260226032448597301,2.6672239303588867,40,14.99686604664567,0.238,0.358,0.2724125,0.037510818146068485,0.11199999999999999,0.07758749999999998,0.037510818146068485,0.32,0.03728956124983408,4,not_bee
flower_1_20260226032452863591,1.733515977859497,26,14.998419588900566,0.294,0.356,0.31358653846153844,0.02238307724877703,0.055999999999999994,0.036413461538461527,0.02238307724877703,0.16,0.022576197898194938,4,not_bee
flower_1_20260226032500396697,5.666677951812744,85,14.999970127613992,0.287,0.355,0.3027735294117647,0.014723164355105562,0.063,0.047226470588235286,0.014723164355105562,0.18000000000000002,0.014561273631654286,4,not_bee
flower_1_20260226032507529927,2.7992589473724365,42,15.003970975755525,0.263,0.356,0.3003392857142857,0.02283993517958619,0.08699999999999997,0.04966071428571428,0.02283993517958619,0.2485714285714285,0.022794002034430993,4,not_bee
flower_1_20260226032511663586,3.0664761066436768,46,15.000932144991658,0.145,0.355,0.19355978260869564,0.07544423418713739,0.205,0.15644021739130434,0.07544423418713739,0.5857142857142857,0.07603416967212483,4,not_bee
flower_1_20260226032517196292,3.53318190574646,53,15.000642880514985,0.135,0.359,0.17927358490566037,0.07711461685737087,0.21499999999999997,0.1707264150943396,0.07711461685737087,0.6142857142857142,0.07762086208701932,4,not_bee
